state,centre_name,address,email,phone,courses_offered,pincode,district,subdistrict,mappls_eloc,geocode_level
andhra pradesh,Government Degree College Tekkali,OLD NH5 Road opposite AP BC Welfare Residential School,mbk.chem@gmail.com,8309743523,CUSTOMER CARE EXECUTIVE-DOMESTIC- NON- VOICE | CUSTOMER CARE EXECUTIVE-DOMESTIC- NON- VOICE | FRONT OFFICE ASSISTANT | CUSTOMER CARE EXECUTIVE-DOMESTIC- NON- VOICE | CUSTOMER CARE EXECUTIVE-DOMESTIC- NON- VOICE | CUSTOMER CARE EXECUTIVE-DOMESTIC- NON- VOICE | CUSTOMER CARE EXECUTIVE-DOMESTIC- NON- VOICE | CUSTOMER CARE EXECUTIVE-DOMESTIC- NON- VOICE | CUSTOMER CARE EXECUTIVE-DOMESTIC- NON- VOICE,532201,Srikakulam District,Tekkali,37ACPI,poi
andhra pradesh,Government DLTC/ITI Guntur,Government DLTC/ITI Guntur,dltcitignt@gmail.com,8333973929,ASSOCIATE DATA ENTRY OPERATOR | MICROFINANCE EXECUTIVE | MICROFINANCE EXECUTIVE | MICROFINANCE EXECUTIVE | MICROFINANCE EXECUTIVE,522004,Guntur District,Guntur,C5YQYQ,poi
andhra pradesh,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE KARVETINAGARAM,KUMMARAGUNTA KARVETINAGARAM,govtiti.karvetinagaram@gmail.com,8247279721,MEDIA CONTENT DEVELOPER | ASSOCIATE DATA ENTRY OPERATOR | MEDIA CONTENT DEVELOPER | ASSOCIATE DATA ENTRY OPERATOR | ASSOCIATE  ELECTRICIAN | AUTOMOTIVE MACHINING AIDE | ASSISTANT TECHNICIAN- CCTV,523002,Prakasam District,Ongole Urban,HCT3D1,poi
andhra pradesh,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE SRISAILAM,Opp. Poleramma Temple Srisailam Project,itisrisailam@gmail.com,9848289586,SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | ASSOCIATE DATA ENTRY OPERATOR | ASSISTANT TECHNICIAN- HOME APPLIANCES | ASSISTANT TECHNICIAN- HOME APPLIANCES | ASSOCIATE DATA ENTRY OPERATOR | SELF EMPLOYED TAILOR,518102,Nandyal District,Srisailam,AAVNXM,poi
andhra pradesh,GOVERNMENT ITI BOYS,Govt.ITI.Boys Ongole NH:-5 Opp:-Mangamma Degree College Ongole Prakasam,ongoleitib@gmail.com,6300998186,PLUMBER - GENERAL | PLUMBER - GENERAL | PLUMBER - GENERAL | PLUMBER - GENERAL | PLUMBER - GENERAL | TWO WHEELER SERVICE ASSISTANT | TWO WHEELER SERVICE ASSISTANT | TWO WHEELER SERVICE ASSISTANT | TWO WHEELER SERVICE ASSISTANT | MANUAL METAL ARC WELDING/ SHIELDED METAL ARC WELDING WELDER | FITTER - FABRICATION | PLUMBER - GENERAL | TWO WHEELER SERVICE ASSISTANT | TWO WHEELER SERVICE ASSISTANT | TWO WHEELER SERVICE ASSISTANT | PLUMBER - GENERAL | TWO WHEELER SERVICE ASSISTANT | PLUMBER - GENERAL,523001,Prakasam District,Ongole Urban,SF3K7F,locality
andhra pradesh,Government ITI Dhone,Dhone,gitidhone@gmail.com,9440258629,ASSISTANT PLUMBER - GENERAL | ELECTRICIAN - DOMESTIC SOLUTIONS | TESTING AND CALIBRATION TECHNICIAN (MECHANICAL-DIMENSIONS) | ASSOCIATE DATA ENTRY OPERATOR | TWO WHEELER SERVICE TECHNICIAN | TWO WHEELER SERVICE TECHNICIAN | TWO WHEELER SERVICE TECHNICIAN | ASSISTANT PLUMBER - GENERAL | ASSISTANT PLUMBER - GENERAL | CNC PROGRAMMER | ELECTRICIAN - DOMESTIC SOLUTIONS | TWO WHEELER SERVICE TECHNICIAN | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ASSISTANT PLUMBER - GENERAL,518222,Nandyal District,Dhone,F88RXY,poi
andhra pradesh,Government ITI Nuzvid,Government ITI Nuzvid,shivasankar003@gmail.com,7801095303,ASSISTANT PLUMBER - GENERAL | ASSOCIATE DATA ENTRY OPERATOR | ASSISTANT PLUMBER - GENERAL | ASSISTANT PLUMBER - GENERAL | ASSISTANT PLUMBER - GENERAL | FIELD TECHNICIAN-UPS  AND INVERTER | FIELD TECHNICIAN-UPS  AND INVERTER | FIELD TECHNICIAN-UPS  AND INVERTER | FIELD TECHNICIAN-UPS  AND INVERTER | FOUR WHEELER SERVICE ASSISTANT | FOUR WHEELER SERVICE ASSISTANT | FOUR WHEELER SERVICE ASSISTANT | FOUR WHEELER SERVICE ASSISTANT | ASSOCIATE DATA ENTRY OPERATOR | ELECTRICIAN | ASSISTANT TECHNICIAN- CCTV | ASSOCIATE  ELECTRICIAN | ASSISTANT TECHNICIAN- HOME APPLIANCES,521201,Eluru District,Nuzvid,QJ4ZIL,poi
andhra pradesh,GOVERNMENT ITI SANTHIPURAM,ABAKALA DODDI SANTHIPURAM.,itispuram@gmail.com,9985504567,ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRIC VEHICLE SERVICE TECHNICIAN | FITTER - FABRICATION | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | FITTER - FABRICATION,517423,Chittoor District,Santhipuram,SCOW9X,village
andhra pradesh,Government ITI Vijayawada,Industrial Training Institute Near Polytechnic College ITI Road Vijayawada,govtitivja@gmail.com,7386479109,PLUMBER - GENERAL | PLUMBER - GENERAL | PLUMBER - GENERAL | PLUMBER - GENERAL | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS,520010,NTR District,Vijayawada Urban,123T7C,poi
andhra pradesh,Government Junior College,Near Old Bustand Alur- 518395,principal.gjc.aluru@gmail.com,9848231568,ASSOCIATE DATA ENTRY OPERATOR,518395,Kurnool District,Alur,D9ZDXU,pincode
andhra pradesh,Government Junior College,Beside Kasturba Gandhi Balika Vidyalaya Kodumur -518464,danduvijayabhaskar75@gmail.com,9885202614,ASSOCIATE DATA ENTRY OPERATOR | IT SALES TELE CALLER- VOICE & NON- VOICE,518464,Kurnool District,Kodumur,9ONGJY,poi
andhra pradesh,GOVERNMENT JUNIOR COLLEGE ATAPAKA,Government Junior College Atapaka village Kaikaluru Mandal,sravindra62@gmail.com,9490731973,SELF EMPLOYED TAILOR | ASSOCIATE DATA ENTRY OPERATOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR,521333,Eluru District,Kaikalur,8DT5BE,village
andhra pradesh,Government Junior College Buttaigudem,Government Junior College Buttaigudem village Buttaigudem Mandal Pin code-534448,gjc04267@gmail.com,7732000999,SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | ASSOCIATE DATA ENTRY OPERATOR | TRAINEE - BEAUTICIAN | SEWING MACHINE OPERATOR,534448,Eluru District,Buttayagudem,9V3UBZ,poi
andhra pradesh,Government Junior College Madugula,Government Junior College V.Madugula Near Court,govtjuniorcollegemadugula@gmail.com,9491334395,TWO WHEELER SERVICE TECHNICIAN | TWO WHEELER SERVICE TECHNICIAN | TWO WHEELER SERVICE TECHNICIAN | TRAINEE - COSMETOLOGY | TWO WHEELER SERVICE TECHNICIAN,531027,Anakapalli District,Madugula,23C31T,village
andhra pradesh,Government Juniour college(boys),Near by Ysr Circle Gandhi nagar Yemmiganuru,alursreedhar@gmail.com,9491590760,HAND EMBROIDERER (ADDAWALA) | CUSTOMER CARE EXECUTIVE-DOMESTIC- VOICE | CUSTOMER CARE EXECUTIVE-DOMESTIC- VOICE | CUSTOMER CARE EXECUTIVE-DOMESTIC- VOICE | CUSTOMER CARE EXECUTIVE-DOMESTIC- VOICE | HAND EMBROIDERER (ADDAWALA) | HAND EMBROIDERER (ADDAWALA) | HAND EMBROIDERER (ADDAWALA),516001,YSR Kadapa District,Kadapa,51S6FC,district
andhra pradesh,Government Model Residential Polytechnic Madanapallle.,Nimmanapalle Road Near Vasishta School Madanapallle.,gmrpmpl@gmail.com,9966874568,JUNIOR SOFTWARE DEVELOPER | JUNIOR SOFTWARE DEVELOPER | JUNIOR SOFTWARE DEVELOPER | ASSOCIATE DATA ENTRY OPERATOR | JUNIOR SOFTWARE DEVELOPER,517326,Annamayya District,Madanapalle,X8VLZL,poi
andhra pradesh,Government Polytechic College Kandukur,Govt.polytechnic college uppucheruvu road Kandukur,gpt.kdkr@gmail.com,9505504201,ASSOCIATE DATA ENTRY OPERATOR | CUSTOMER CARE EXECUTIVE-DOMESTIC- NON- VOICE | CUSTOMER CARE EXECUTIVE-DOMESTIC- NON- VOICE | CUSTOMER CARE EXECUTIVE-DOMESTIC- NON- VOICE | CUSTOMER CARE EXECUTIVE-DOMESTIC- NON- VOICE | TELECOM CUSTOMER CARE EXECUTIVE - CALL CENTER/RELATIONSHIP CENTER,523105,Sri Potti Sriramulu Nellore District,Kandukur,A9J9JX,subDistrict
andhra pradesh,Government Polytechnic college for women,Government Polytechnic college for women Hindupur,marupoly@gmail.com,8297525703,ASSOCIATE DATA ENTRY OPERATOR | CUSTOMER CARE EXECUTIVE-DOMESTIC- NON- VOICE | CUSTOMER CARE EXECUTIVE-DOMESTIC- NON- VOICE | CUSTOMER CARE EXECUTIVE-DOMESTIC- NON- VOICE | CUSTOMER CARE EXECUTIVE-DOMESTIC- NON- VOICE,515201,Sri Sathyasai District,Hindupur,3SEQID,poi
andhra pradesh,Government Polytechnic Jammalamadugu,Govt Polytechnic Jammalamadugu Muddanuru Road Anjaneya Puram,gptjmdg171@gmail.com,7901620171,ASSOCIATE DATA ENTRY OPERATOR | IT SALES TELE CALLER- VOICE & NON- VOICE | ASSOCIATE DATA ENTRY OPERATOR,516434,YSR Kadapa District,Jammalamadugu,XSF1M7,poi
andhra pradesh,Government Polytechnic Pithapuram,NH.219 OPP. MPDO Office Pithapuram,tvsn67@gmail.com,9440328206,HEALTHCARE HYGIENE AND HOUSEKEEPING AIDE | ASSOCIATE DATA ENTRY OPERATOR,533450,Kakinada District,Pithapuram,UWPCDS,poi
andhra pradesh,Government Polytechnic Proddatur,Korrapadu Road Proddatur YSR kadapa District Andhra Pradesh-516360,gptproddatur@gmail.com,9912342022,ASSOCIATE  ELECTRICIAN | ASSOCIATE DATA ENTRY OPERATOR,516360,YSR Kadapa District,Proddatur,F4A7FF,poi
andhra pradesh,Government Polytechnic Rajampeta,Govt.Polytechnic S.Yeraballi Opp : Akepadu Cross Road Rajampeta-516126,gptrajampeta@gmail.com,9010222176,BAR BENDER AND STEEL FIXER | BAR BENDER AND STEEL FIXER | BAR BENDER AND STEEL FIXER | BAR BENDER AND STEEL FIXER | ASSEMBLY OPERATOR - RAC | ASSEMBLY OPERATOR - RAC | ASSEMBLY OPERATOR - RAC | ASSEMBLY OPERATOR - RAC,516126,Annamayya District,Rajampet,1N46ZY,poi
andhra pradesh,GOVERNMENT RITI CHINTAPALLI,PENTAPADU (villAGE) RITHADA (po) CHINTAPALLI -531111,govtriti.chi@gmail.com,9885760626,SURVEYOR AIDE | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ASSOCIATE  ELECTRICIAN | ASSOCIATE  ELECTRICIAN | FOUR WHEELER SERVICE ASSISTANT | FOUR WHEELER SERVICE ASSISTANT | FOUR WHEELER SERVICE ASSISTANT | FOUR WHEELER SERVICE ASSISTANT | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS,531111,Alluri Sitharama Raju District,Chintapalle,3GTJVO,village
andhra pradesh,Govt Degree College Atmaku Nandyal Disrtict,Govt. Degree College Atmakur(K)Dudyala Road Atmakur Kurnool AP,ndkgdc.jkc@gmail.com,7893339665,IT SALES TELE CALLER- VOICE & NON- VOICE | ASSOCIATE DATA ENTRY OPERATOR,518422,Nandyal District,Atmakur,9WGD20,poi
andhra pradesh,Govt Degree College Cheepurupalli,Govt Degree College Beside Fire Station Cheepurupalli Viziayanagaram Dist 535128,skillhubgdccpp@gmail.com,9182445879,DOMESTIC IT HELPDESK ATTENDANT | DOMESTIC IT HELPDESK ATTENDANT | DOMESTIC IT HELPDESK ATTENDANT | DOMESTIC IT HELPDESK ATTENDANT | ASSOCIATE DATA ENTRY OPERATOR,535128,Vizianagaram District,Cheepurupalle,Q09N0I,pincode
andhra pradesh,Govt Degree College Chodavaram,Govt Degree College Chodavaram Anakapalli,prasadbabu@gdcc.ac.in,9492807312,SEWING MACHINE OPERATOR | DOMESTIC IT HELPDESK ATTENDANT | DOMESTIC IT HELPDESK ATTENDANT | DOMESTIC IT HELPDESK ATTENDANT | DOMESTIC IT HELPDESK ATTENDANT | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR,531023,Anakapalli District,Chodavaram,P27IT8,subDistrict
andhra pradesh,Govt Degree College Darsi,Addanki Road darsi . Govt Jr College Campus Near Clock tower. district. Pin Code,skillhubdarsi@gmail.com,9247433273,RETAIL SALES ASSOCIATE | RETAIL SALES ASSOCIATE | ASSOCIATE DATA ENTRY OPERATOR | RETAIL SALES ASSOCIATE | RETAIL SALES ASSOCIATE,523247,Prakasam District,Darsi,18DBSD,village
andhra pradesh,Govt Degree College Mandapeta,Near Surya Chandra Paper Mill Maredubhaka Mandapeta,jkcrjyec.mandapet@gmail.com,7981414513,JUNIOR SOFTWARE DEVELOPER | JUNIOR SOFTWARE DEVELOPER | JUNIOR SOFTWARE DEVELOPER | JUNIOR SOFTWARE DEVELOPER,533308,Dr BR Ambedkar Konaseema District,Mandapeta,9R65VI,poi
andhra pradesh,Govt Degree College Puttur,Govt Degree College Puttur Narayanavanam Road Opposite Ekart Logistics Puttur 517583,mgnregsnagari@gmail.com,9441775347,SELF EMPLOYED TAILOR | TRAINEE - BEAUTICIAN | ASSOCIATE DATA ENTRY OPERATOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR,517583,Tirupati District,Puttur,PGNXHC,landmark
andhra pradesh,GOVT DEGREE COLLGE KANIGIRI,Machavaram road Kanigiri Andhra Pradesh 523254,gdckanigiri@gmail.com,9490443058,ASSOCIATE DATA ENTRY OPERATOR | FRONT OFFICE ASSISTANT,523254,Markapuram District,Kanigiri,06K840,village
andhra pradesh,Govt District Level Training Centre / Industrial,"Opposite Collectorate, Guntur",dltcitignt@gmail.com,9642569342,CARPENTER (NSQF) | ELECTRICIAN (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | FITTER (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF),522004,Guntur District,Guntur,SH9LZZ,district
andhra pradesh,Govt District Level Training Centre / ITI,"Near Raghavendra swamy Temple, Kurnool",ad_dltc_itiknl@yahoo.co.in,9848289586,SEWING TECHNOLOGY (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF),518002,Kurnool District,Kurnool Rural,P3PABG,landmark
andhra pradesh,Govt District Level Training Centre / ITI,Kagithalapanta,dltc_coe_kdp@yahoo.com,9121135695,FITTER (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | TURNER (NSQF) | WELDER (NSQF) | MECHANIC DIESEL (NSQF) | CARPENTER (NSQF) | MACHINIST (NSQF) | ELECTRICIAN (NSQF),530007,Visakhapatnam District,Goapalapatnam,TX3Q2R,poi
andhra pradesh,Govt Industrial Training Institute,"Adj. Muncipal Office,Jammalamadugu(Post & Mandal)",ru.itijlm@gmail.com,9121135633,FITTER (NSQF) | MECHANIC DIESEL (NSQF) | DRAUGHTSMAN (MECHANICAL) (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | ELECTRICIAN (NSQF) | WELDER (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF),516434,YSR Kadapa District,Jammalamadugu,2R3OB9,city
andhra pradesh,Govt Industrial Training Institute,Puttur Road Konga Reddy Palli Chittoor,itichittoor@gmail.com,9121135493,MACHINIST (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | INSTRUMENT MECHANIC (CHEMICAL PLANT) (NSQF) | MECHANIC DIESEL (NSQF) | TURNER (NSQF) | ATTENDANT OPERATOR (CHEMICAL PLANT) (NSQF) | WELDER (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | PLASTIC PROCESSING OPERATOR (NSQF) | FITTER (NSQF) | ELECTRONICS MECHANIC (NSQF) | ELECTRICIAN (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF),517001,Chittoor District,Chittoor Urban,HO3OU6,locality
andhra pradesh,Govt Industrial Training Institute,Undi Bhimavaram,bvrmgovtiti@gmail.com,9121110194,STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | ELECTRONICS MECHANIC (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | SECRETARIAL PRACTICE (ENGLISH) (NSQF) | WELDER (NSQF) | INSTRUMENT MECHANIC (NSQF) | ELECTRICIAN (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | FITTER (NSQF),534202,West Godavari District,Bhimavaram,JQ87F4,city
andhra pradesh,Govt Industrial Training Institute (Old) Visakhapatnam,Visakhapatnam,ru.oitivsp@gmail.com,9948582309,MECHANIC MACHINE TOOL MAINTENANCE (NSQF) | CARPENTER (NSQF) | MACHINIST (NSQF) | ATTENDANT OPERATOR (CHEMICAL PLANT) (NSQF) | MACHINIST (GRINDER) (NSQF) | ELECTRICIAN (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | INSTRUMENT MECHANIC (NSQF) | WIREMAN (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | PLUMBER (NSQF) | PAINTER GENERAL (NSQF) | INSTRUMENT MECHANIC (CHEMICAL PLANT) (NSQF) | PLASTIC PROCESSING OPERATOR (NSQF) | TURNER (NSQF) | FITTER (NSQF) | ELECTRONICS MECHANIC (NSQF) | INFORMATION COMMUNICATION TECHNOLOGY SYSTEM MAINTENANCE (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | DRAUGHTSMAN (MECHANICAL) (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | WELDER (NSQF) | MECHANIC DIESEL (NSQF),530007,Visakhapatnam District,Goapalapatnam,TX3Q2R,poi
andhra pradesh,"Govt Industrial Training Institute Boys, Ongole","NH - 5, Opp Mangamma Degree College, Ongole",ongoleitib2@gmail.com,9121121801,ELECTRONICS MECHANIC (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | WELDER (NSQF) | MECHANIC DIESEL (NSQF) | FITTER (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | TURNER (NSQF) | MACHINIST (NSQF) | SEWING TECHNOLOGY (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | ELECTRICIAN (NSQF),523002,Prakasam District,Ongole Urban,C6FDD8,poi
andhra pradesh,Govt Industrial Training Institute for Girls,"Karvetinagaram, Chittoor Dist.",govtiti.karvetinagaram@gmail.com,9160012999,COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | MECHANIC DIESEL (NSQF) | ELECTRICIAN (NSQF) | FITTER (NSQF) | DRESS MAKING (NSQF) | SECRETARIAL PRACTICE (ENGLISH) (NSQF) | ELECTRONICS MECHANIC (NSQF),517001,Chittoor District,Chittoor Urban,C5BT54,district
andhra pradesh,Govt Industrial Training Institute for Women,"Madhavadhara Jn. Industrial Estate Post,",gitivsp@gmail.com,9959553345,COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | ELECTRONICS MECHANIC (NSQF) | SECRETARIAL PRACTICE (ENGLISH) (NSQF) | DRESS MAKING (NSQF),530007,Visakhapatnam District,Goapalapatnam,TPHXL8,locality
andhra pradesh,Govt Industrial Training Institute for Women,Thandrapdu,gitigknl@gmail.com,9121135669,ELECTRONICS MECHANIC (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | MECHANIC DIESEL (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | SECRETARIAL PRACTICE (ENGLISH) (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | DRESS MAKING (NSQF) | INSTRUMENT MECHANIC (NSQF) | ELECTRICIAN (NSQF),518216,Kurnool District,Veldurthi,IP3TRK,poi
andhra pradesh,Govt Industrial Training Institute for Women,"Near Horlicks fatory, Industrial estate, Dowlaiswa",iti.rjy@gmail.com,9441296803,COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | FITTER (NSQF) | DRESS MAKING (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | ELECTRICIAN (NSQF) | ELECTRONICS MECHANIC (NSQF) | SECRETARIAL PRACTICE (ENGLISH) (NSQF),515001,Ananthapuramu District,Anantapur Urban,C7OQWK,poi
andhra pradesh,Govt Industrial Training Institute for Women,"Near Dist DCourt, Anantapuramu.",gitigatp@gmail.com,7013532284,STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | DRESS MAKING (NSQF) | ELECTRICIAN (NSQF) | WELDER (NSQF) | SECRETARIAL PRACTICE (ENGLISH) (NSQF) | ELECTRONICS MECHANIC (NSQF) | INSTRUMENT MECHANIC (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF),515001,Ananthapuramu District,Anantapur Urban,C7OQWK,poi
andhra pradesh,"Govt Industrial Training Institute for Women, Etcherla","Near Mahila Praganam, Etcherla, Srikakulam Dist",iti.eskl@gmail.com,8978866557,ELECTRICIAN (NSQF) | SECRETARIAL PRACTICE (ENGLISH) (NSQF) | WELDER (NSQF) | FITTER (NSQF) | DRAUGHTSMAN (MECHANICAL) (NSQF) | ELECTRONICS MECHANIC (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF),532410,Srikakulam District,Etcherla,TA6AFC,village
andhra pradesh,Govt Industrial Training Institute Tenali,Tenali Chinaravuru,ititenali@yahoo.co.in,7901266937,ELECTRICIAN (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | MACHINIST (NSQF) | FITTER (NSQF) | DRAUGHTSMAN (MECHANICAL) (NSQF) | WIREMAN (NSQF) | WELDER (NSQF) | TURNER (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | MECHANIC DIESEL (NSQF),522202,Guntur District,Tenali,S34B84,locality
andhra pradesh,"Govt Industrial Training Institute, Bobbili",Bobbili,iti.bbl.ran@gmail.com,9121110176,MACHINIST (NSQF) | WELDER (NSQF) | FITTER (NSQF) | DRAUGHTSMAN (MECHANICAL) (NSQF) | ELECTRONICS MECHANIC (NSQF) | ELECTRICIAN (NSQF) | WIREMAN (NSQF) | MECHANIC DIESEL (NSQF) | TURNER (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF),535558,Vizianagaram District,Bobbili,PZ7JLN,subDistrict
andhra pradesh,GOVT ITI ( Old) Visakhapatnam,Govt ITI old kancharapalem visakhapatnam,jhansikavadi@gmail.com,9032575753,ASSISTANT - ELECTRICIAN | ASSISTANT - ELECTRICIAN | PLUMBER - GENERAL | FOUR WHEELER SERVICE TECHNICIAN | FOUR WHEELER SERVICE TECHNICIAN | ASSISTANT - ELECTRICIAN | PLUMBER - GENERAL | FOUR WHEELER SERVICE TECHNICIAN | PLUMBER - GENERAL | PLUMBER - GENERAL | FOUR WHEELER SERVICE TECHNICIAN | FOUR WHEELER SERVICE TECHNICIAN | FOUR WHEELER SERVICE TECHNICIAN | FOUR WHEELER SERVICE TECHNICIAN | ASSOCIATE DATA ENTRY OPERATOR | PLUMBER - GENERAL | PLUMBER - GENERAL | PLUMBER - GENERAL | ASSISTANT TECHNICIAN- AIR CONDITIONER | ASSISTANT - ELECTRICIAN | ASSISTANT - ELECTRICIAN | ASSISTANT - ELECTRICIAN | PLUMBER - GENERAL | ASSISTANT - ELECTRICIAN | ASSISTANT TECHNICIAN- AIR CONDITIONER | ASSOCIATE DATA ENTRY OPERATOR | FOUR WHEELER SERVICE TECHNICIAN | ASSISTANT - ELECTRICIAN,530007,Visakhapatnam District,Goapalapatnam,TX3Q2R,poi
andhra pradesh,GOVT ITI (M) PUNGANUR,Govt.ITI (M) Punganur Chittoor District 517247,ru.itipgnr@gmail.com,9440467188,SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | WELDER - (GTAW) | WELDER - (GTAW) | WELDER - (GTAW) | WELDER - (GTAW) | FITTER - FABRICATION | SURVEYOR AIDE | ASSOCIATE  ELECTRICIAN,517247,Chittoor District,Punganur,9VFSV6,poi
andhra pradesh,Govt ITI Achanta,"Achanta, Village Mandal, Palakollu Road, West God",iti.achanta@gmail.com,8688830615,MECHANIC (MOTOR VEHICLE) (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF),534123,West Godavari District,Achanta,ADH9LD,subDistrict
andhra pradesh,Govt ITI Alur,Govt ITI Alur,alurgovtiti@gmail.com,8555933768,TWO WHEELER SERVICE TECHNICIAN | TWO WHEELER SERVICE TECHNICIAN | TWO WHEELER SERVICE TECHNICIAN | TWO WHEELER SERVICE TECHNICIAN | TWO WHEELER SERVICE TECHNICIAN | TWO WHEELER SERVICE TECHNICIAN | TWO WHEELER SERVICE TECHNICIAN | TWO WHEELER SERVICE TECHNICIAN,518395,Kurnool District,Alur,4A2E1S,village
andhra pradesh,Govt ITI B.Narasingarayanipet,D.No.1-51 Kodandaramulavaristreet B.Narasingarayanipet Chittoor Dist. Andhra Pradesh,itibnrpet@gmail.com,8309231909,FOUR WHEELER SERVICE ASSISTANT | FOUR WHEELER SERVICE ASSISTANT | FOUR WHEELER SERVICE ASSISTANT | FOUR WHEELER SERVICE ASSISTANT | ASSOCIATE  ELECTRICIAN,517001,Chittoor District,Chittoor Urban,DGIHD8,district
